"Nom de la Station","FORT NELSON"
"Province","COLOMBIE-BRITANNIQUE"
"Latitude","58,84"
"Longitude","-122,57"
"Altitude","380,20"
"ID climatologique","1192948"
"ID de l'OMM","71594"
"ID de TC","VFN"
"Toutes les heures sont exprimées en heure normale locale (HNL). Pour convertir l'heure locale en heure avancée de l'Est (HAE), ajoutez 1 heure s'il y a lieu."

"Légende"
"E","Valeur estimée"
"M","Données manquantes"
"ND","Non disponible"

"Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"2017-11-01 00:00","2017","11","01","00:00","-3,1","","-4,6","","89","","36","","20","","","","97,38","","","","-9","","ND"
"2017-11-01 01:00","2017","11","01","01:00","-3,5","","-5,5","","86","","36","","19","","","","97,46","","","","-9","","ND"
"2017-11-01 02:00","2017","11","01","02:00","-3,6","","-5,9","","84","","35","","11","","","","97,54","","","","-8","","ND"
"2017-11-01 03:00","2017","11","01","03:00","-4,6","","-7,7","","79","","35","","16","","","","97,61","","","","-10","","ND"
"2017-11-01 04:00","2017","11","01","04:00","-5,2","","-8,3","","79","","35","","12","","","","97,67","","","","-10","","ND"
"2017-11-01 05:00","2017","11","01","05:00","-5,3","","-8,4","","79","","35","","11","","","","97,74","","","","-10","","ND"
"2017-11-01 06:00","2017","11","01","06:00","-5,4","","-9,0","","76","","36","","17","","","","97,81","","","","-11","","ND"
"2017-11-01 07:00","2017","11","01","07:00","-5,9","","-9,4","","76","","34","","13","","","","97,90","","","","-11","","ND"
"2017-11-01 08:00","2017","11","01","08:00","-6,1","","-10,1","","74","","35","","12","","","","98,00","","","","-11","","ND"
"2017-11-01 09:00","2017","11","01","09:00","-5,6","","-9,8","","72","","35","","19","","","","98,06","","","","-12","","ND"
"2017-11-01 10:00","2017","11","01","10:00","-5,3","","-10,6","","66","","36","","20","","","","98,14","","","","-12","","ND"
"2017-11-01 11:00","2017","11","01","11:00","-5,4","","-11,9","","60","","1","","26","","","","98,23","","","","-13","","ND"
"2017-11-01 12:00","2017","11","01","12:00","-5,2","","-11,9","","59","","1","","20","","","","98,31","","","","-12","","ND"
"2017-11-01 13:00","2017","11","01","13:00","-4,5","","-12,5","","54","","1","","18","","","","98,34","","","","-11","","ND"
"2017-11-01 14:00","2017","11","01","14:00","-4,8","","-12,2","","56","","1","","23","","","","98,37","","","","-12","","ND"
"2017-11-01 15:00","2017","11","01","15:00","-5,1","","-12,2","","58","","2","","17","","","","98,45","","","","-11","","ND"
"2017-11-01 16:00","2017","11","01","16:00","-5,6","","-11,6","","62","","1","","12","","","","98,51","","","","-11","","ND"
"2017-11-01 17:00","2017","11","01","17:00","-5,8","","-11,7","","63","","1","","17","","","","98,59","","","","-12","","ND"
"2017-11-01 18:00","2017","11","01","18:00","-6,1","","-11,9","","64","","1","","14","","","","98,66","","","","-12","","ND"
"2017-11-01 19:00","2017","11","01","19:00","-7,2","","-12,8","","64","","36","","13","","","","98,75","","","","-13","","ND"
"2017-11-01 20:00","2017","11","01","20:00","-7,2","","-13,0","","63","","1","","17","","","","98,83","","","","-14","","ND"
"2017-11-01 21:00","2017","11","01","21:00","-7,4","","-13,0","","64","","1","","11","","","","98,89","","","","-12","","ND"
"2017-11-01 22:00","2017","11","01","22:00","-7,5","","-12,8","","65","","35","","7","","","","98,91","","","","-11","","ND"
"2017-11-01 23:00","2017","11","01","23:00","-7,5","","-13,0","","65","","35","","9","","","","98,91","","","","-12","","ND"
"2017-11-02 00:00","2017","11","02","00:00","-8,0","","-12,6","","69","","33","","7","","","","98,94","","","","-12","","ND"
"2017-11-02 01:00","2017","11","02","01:00","-7,8","","-12,8","","68","","34","","12","","","","98,94","","","","-13","","ND"
"2017-11-02 02:00","2017","11","02","02:00","-8,0","","-12,5","","70","","32","","8","","","","98,96","","","","-12","","ND"
"2017-11-02 03:00","2017","11","02","03:00","-8,1","","-12,0","","73","","32","","4","","","","98,96","","","","-10","","ND"
"2017-11-02 04:00","2017","11","02","04:00","-8,1","","-12,2","","73","","34","","7","","","","98,96","","","","-12","","ND"
"2017-11-02 05:00","2017","11","02","05:00","-8,1","","-12,1","","73","","34","","4","","","","98,93","","","","-10","","ND"
"2017-11-02 06:00","2017","11","02","06:00","-8,2","","-11,3","","78","","31","","3","","","","98,92","","","","-10","","ND"
"2017-11-02 07:00","2017","11","02","07:00","-8,2","","-11,4","","78","","","","0","","","","98,92","","","","","","ND"
"2017-11-02 08:00","2017","11","02","08:00","-8,0","","-11,2","","77","","20","","2","","","","98,95","","","","-9","","ND"
"2017-11-02 09:00","2017","11","02","09:00","-7,8","","-11,3","","76","","18","","2","","","","98,95","","","","-9","","ND"
"2017-11-02 10:00","2017","11","02","10:00","-7,5","","-11,9","","71","","18","","3","","","","98,95","","","","-9","","ND"
"2017-11-02 11:00","2017","11","02","11:00","-6,8","","-12,0","","67","","20","","5","","","","98,93","","","","-9","","ND"
"2017-11-02 12:00","2017","11","02","12:00","-6,0","","-12,1","","62","","20","","7","","","","98,87","","","","-9","","ND"
"2017-11-02 13:00","2017","11","02","13:00","-5,4","","-12,0","","60","","22","","6","","","","98,84","","","","-8","","ND"
"2017-11-02 14:00","2017","11","02","14:00","-5,0","","-12,2","","57","","17","","5","","","","98,78","","","","-7","","ND"
"2017-11-02 15:00","2017","11","02","15:00","-5,1","","-11,8","","59","","18","","7","","","","98,72","","","","-8","","ND"
"2017-11-02 16:00","2017","11","02","16:00","-5,7","","-11,6","","63","","18","","6","","","","98,67","","","","-9","","ND"
"2017-11-02 17:00","2017","11","02","17:00","-6,5","","-11,8","","66","","17","","7","","","","98,62","","","","-10","","ND"
"2017-11-02 18:00","2017","11","02","18:00","-7,2","","-11,8","","70","","18","","8","","","","98,58","","","","-11","","ND"
"2017-11-02 19:00","2017","11","02","19:00","-8,2","","-11,9","","75","","18","","7","","","","98,52","","","","-12","","ND"
