"Nom de la Station","FORT NELSON"
"Province","COLOMBIE-BRITANNIQUE"
"Latitude","58,84"
"Longitude","-122,57"
"Altitude","380,20"
"ID climatologique","1192948"
"ID de l'OMM","71594"
"ID de TC","VFN"
"Toutes les heures sont exprimées en heure normale locale (HNL). Pour convertir l'heure locale en heure avancée de l'Est (HAE), ajoutez 1 heure s'il y a lieu."

"Légende"
"E","Valeur estimée"
"M","Données manquantes"
"ND","Non disponible"

"Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"2017-10-01 00:00","2017","10","01","00:00","3,9","","1,4","","84","","36","","11","","","","97,13","","","","","","ND"
"2017-10-01 01:00","2017","10","01","01:00","3,5","","0,7","","82","","34","","12","","","","97,24","","","","","","ND"
"2017-10-01 02:00","2017","10","01","02:00","3,1","","0,2","","81","","35","","11","","","","97,34","","","","","","ND"
"2017-10-01 03:00","2017","10","01","03:00","2,4","","0,9","","90","","33","","9","","","","97,47","","","","","","ND"
"2017-10-01 04:00","2017","10","01","04:00","2,1","","0,8","","91","","33","","11","","","","97,58","","","","","","ND"
"2017-10-01 05:00","2017","10","01","05:00","2,2","","0,8","","91","","33","","11","","","","97,66","","","","","","ND"
"2017-10-01 06:00","2017","10","01","06:00","2,0","","0,6","","91","","32","","12","","","","97,76","","","","","","ND"
"2017-10-01 07:00","2017","10","01","07:00","2,0","","0,3","","88","","33","","11","","","","97,89","","","","","","ND"
"2017-10-01 08:00","2017","10","01","08:00","2,2","","0,1","","86","","32","","9","","","","98,00","","","","","","ND"
"2017-10-01 09:00","2017","10","01","09:00","2,9","","-2,1","","70","","34","","14","","","","98,11","","","","","","ND"
"2017-10-01 10:00","2017","10","01","10:00","3,5","","-3,7","","59","","34","","13","","","","98,20","","","","","","ND"
"2017-10-01 11:00","2017","10","01","11:00","3,9","","-4,2","","56","","33","","13","","","","98,27","","","","","","ND"
"2017-10-01 12:00","2017","10","01","12:00","4,6","","-4,5","","52","","32","","13","","","","98,30","","","","","","ND"
"2017-10-01 13:00","2017","10","01","13:00","4,8","","-4,0","","53","","31","","12","","","","98,34","","","","","","ND"
"2017-10-01 14:00","2017","10","01","14:00","5,7","","-5,5","","44","","32","","14","","","","98,37","","","","","","ND"
"2017-10-01 15:00","2017","10","01","15:00","5,9","","-4,1","","49","","32","","9","","","","98,40","","","","","","ND"
