"Nom de la Station","FORT NELSON"
"Province","COLOMBIE-BRITANNIQUE"
"Opérateur de station opérationnelle","Environnement et Changement climatique Canada - Service météorologique du Canada"
"Latitude","58,84"
"Longitude","-122,57"
"Altitude","380,20"
"ID climatologique","1192948"
"ID de l'OMM","71594"
"ID de TC","VFN"
"Toutes les heures sont exprimées en heure normale locale (HNL). Pour convertir l'heure locale en heure avancée de l'Est (HAE), ajoutez 1 heure s'il y a lieu."

"Légende"
"E","Valeur estimée"
"M","Données manquantes"
"ND","Non disponible"

"Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"2018-04-01 00:00","2018","04","01","00:00","-11,8","","-17,8","","61","","24","","2","","","","97,99","","","","-13","","ND"
"2018-04-01 01:00","2018","04","01","01:00","-12,4","","-16,6","","71","","19","","2","","","","98,00","","","","-14","","ND"
"2018-04-01 02:00","2018","04","01","02:00","-14,8","","-18,8","","72","","21","","2","","","","97,97","","","","-16","","ND"
"2018-04-01 03:00","2018","04","01","03:00","-16,5","","-19,7","","76","","20","","3","","","","97,94","","","","-19","","ND"
"2018-04-01 04:00","2018","04","01","04:00","-18,1","","-21,5","","75","","22","","2","","","","97,91","","","","-20","","ND"
"2018-04-01 05:00","2018","04","01","05:00","-17,6","","-19,4","","86","","21","","3","","","","97,90","","","","-20","","ND"
"2018-04-01 06:00","2018","04","01","06:00","-18,6","","-20,4","","86","","20","","3","","","","97,87","","","","-21","","ND"
"2018-04-01 07:00","2018","04","01","07:00","-17,9","","-21,3","","75","","21","","4","","","","97,84","","","","-21","","ND"
"2018-04-01 08:00","2018","04","01","08:00","-14,9","","-19,4","","69","","19","","6","","","","97,80","","","","-19","","ND"
"2018-04-01 09:00","2018","04","01","09:00","-11,2","","-18,6","","54","","17","","2","","","","97,76","","","","-12","","ND"
"2018-04-01 10:00","2018","04","01","10:00","-7,6","","-17,6","","44","","20","","3","","","","97,71","","","","-9","","ND"
"2018-04-01 11:00","2018","04","01","11:00","-4,0","","-18,0","","33","","18","","2","","","","97,64","","","","-5","","ND"
"2018-04-01 12:00","2018","04","01","12:00","-2,0","","-21,0","","22","","28","","3","","","","97,56","","","","-3","","ND"
"2018-04-01 13:00","2018","04","01","13:00","-0,7","","-20,8","","20","","25","","3","","","","97,49","","","","-2","","ND"
"2018-04-01 14:00","2018","04","01","14:00","-0,2","","-19,4","","22","","34","","2","","","","97,42","","","","-1","","ND"
"2018-04-01 15:00","2018","04","01","15:00","0,4","","-18,9","","22","","17","","5","","","","97,36","","","","","","ND"
"2018-04-01 16:00","2018","04","01","16:00","1,3","","-19,1","","20","","24","","3","","","","97,31","","","","","","ND"
"2018-04-01 17:00","2018","04","01","17:00","0,3","","-19,6","","21","","36","","8","","","","97,28","","","","","","ND"
"2018-04-01 18:00","2018","04","01","18:00","-0,8","","-18,9","","24","","4","","7","","","","97,27","","","","-3","","ND"
"2018-04-01 19:00","2018","04","01","19:00","-2,5","","-18,4","","28","","34","","4","","","","97,27","","","","-4","","ND"
"2018-04-01 20:00","2018","04","01","20:00","-5,9","","-17,3","","40","","34","","5","","","","97,29","","","","-8","","ND"
"2018-04-01 21:00","2018","04","01","21:00","-3,6","","-16,6","","36","","5","","12","","","","97,36","","","","-8","","ND"
"2018-04-01 22:00","2018","04","01","22:00","-5,3","","-15,8","","44","","4","","9","","","","97,45","","","","-9","","ND"
"2018-04-01 23:00","2018","04","01","23:00","-6,0","","-15,1","","49","","6","","8","","","","97,58","","","","-10","","ND"
"2018-04-02 00:00","2018","04","02","00:00","-7,0","","-15,4","","51","","7","","6","","","","97,68","","","","-10","","ND"
"2018-04-02 01:00","2018","04","02","01:00","-8,5","","-15,7","","56","","35","","3","","","","97,73","","","","-10","","ND"
"2018-04-02 02:00","2018","04","02","02:00","-10,7","","-16,4","","63","","36","","2","","","","97,75","","","","-12","","ND"
