"Nom de la Station","FORT NELSON"
"Province","COLOMBIE-BRITANNIQUE"
"Latitude","58,84"
"Longitude","-122,57"
"Altitude","380,20"
"ID climatologique","1192948"
"ID de l'OMM","71594"
"ID de TC","VFN"
"Toutes les heures sont exprimées en heure normale locale (HNL). Pour convertir l'heure locale en heure avancée de l'Est (HAE), ajoutez 1 heure s'il y a lieu."

"Légende"
"E","Valeur estimée"
"M","Données manquantes"
"ND","Non disponible"

"Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"2017-06-01 00:00","2017","06","01","00:00","12,4","","10,3","","87","","33","","3","","","","95,71","","","","","","ND"
"2017-06-01 01:00","2017","06","01","01:00","11,2","","9,9","","91","","20","","4","","","","95,73","","","","","","ND"
"2017-06-01 02:00","2017","06","01","02:00","9,8","","8,4","","91","","26","","5","","","","95,76","","","","","","ND"
"2017-06-01 03:00","2017","06","01","03:00","9,9","","9,1","","95","","19","","5","","","","95,77","","","","","","ND"
"2017-06-01 04:00","2017","06","01","04:00","9,9","","9,1","","95","","20","","6","","","","95,79","","","","","","ND"
"2017-06-01 05:00","2017","06","01","05:00","11,0","","9,0","","87","","25","","4","","","","95,80","","","","","","ND"
"2017-06-01 06:00","2017","06","01","06:00","11,9","","9,5","","85","","20","","6","","","","95,81","","","","","","ND"
"2017-06-01 07:00","2017","06","01","07:00","14,3","","10,3","","77","","19","","6","","","","95,81","","","","","","ND"
"2017-06-01 08:00","2017","06","01","08:00","16,4","","10,1","","66","","17","","8","","","","95,80","","","","","","ND"
"2017-06-01 09:00","2017","06","01","09:00","18,1","","10,3","","60","","16","","4","","","","95,79","","","","","","ND"
"2017-06-01 10:00","2017","06","01","10:00","19,4","","10,3","","56","","12","","4","","","","95,77","","","","","","ND"
"2017-06-01 11:00","2017","06","01","11:00","20,0","","8,7","","48","","4","","7","","","","95,74","","","","","","ND"
"2017-06-01 12:00","2017","06","01","12:00","20,5","","8,8","","47","","36","","5","","","","95,75","","","","","","ND"
"2017-06-01 13:00","2017","06","01","13:00","17,1","","11,5","","70","","22","","13","","","","95,79","","","","","","ND"
"2017-06-01 14:00","2017","06","01","14:00","18,3","","14,0","","76","","20","","6","","","","95,81","","","","","","ND"
"2017-06-01 15:00","2017","06","01","15:00","18,3","","13,2","","72","","32","","10","","","","95,85","","","","","","ND"
"2017-06-01 16:00","2017","06","01","16:00","18,5","","11,9","","65","","36","","11","","","","95,82","","","","","","ND"
"2017-06-01 17:00","2017","06","01","17:00","18,6","","11,8","","65","","33","","10","","","","95,83","","","","","","ND"
