"Nom de la Station","FORT NELSON"
"Province","COLOMBIE-BRITANNIQUE"
"Opérateur de station opérationnelle","Environnement et Changement climatique Canada - Service météorologique du Canada"
"Latitude","58,84"
"Longitude","-122,57"
"Altitude","380,20"
"ID climatologique","1192948"
"ID de l'OMM","71594"
"ID de TC","VFN"
"Toutes les heures sont exprimées en heure normale locale (HNL). Pour convertir l'heure locale en heure avancée de l'Est (HAE), ajoutez 1 heure s'il y a lieu."

"Légende"
"E","Valeur estimée"
"M","Données manquantes"
"ND","Non disponible"

"Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"2019-05-01 00:00","2019","05","01","00:00","-0,5","","-4,6","","74","","31","","7","","","","97,51","","","","-3","","ND"
"2019-05-01 01:00","2019","05","01","01:00","-0,7","","-4,0","","79","","30","","6","","","","97,47","","","","-3","","ND"
"2019-05-01 02:00","2019","05","01","02:00","-1,3","","-3,0","","88","","31","","3","","","","97,42","","","","-2","","ND"
"2019-05-01 03:00","2019","05","01","03:00","-1,5","","-3,0","","90","","0","","1","","","","97,34","","","","-2","","ND"
"2019-05-01 04:00","2019","05","01","04:00","-1,5","","-3,4","","87","","24","","2","","","","97,26","","","","-2","","ND"
"2019-05-01 05:00","2019","05","01","05:00","-1,7","","-2,8","","92","","16","","3","","","","97,17","","","","-3","","ND"
"2019-05-01 06:00","2019","05","01","06:00","-1,3","","-3,0","","88","","15","","3","","","","97,09","","","","-2","","ND"
"2019-05-01 07:00","2019","05","01","07:00","-0,6","","-4,2","","77","","15","","4","","","","97,01","","","","-2","","ND"
"2019-05-01 08:00","2019","05","01","08:00","-0,4","","-4,2","","75","","18","","8","","","","96,95","","","","-3","","ND"
"2019-05-01 09:00","2019","05","01","09:00","0,0","","-2,8","","82","","17","","8","","","","96,86","","","","-3","","ND"
"2019-05-01 10:00","2019","05","01","10:00","0,3","","-1,9","","85","","22","","8","","","","96,81","","","","","","ND"
