"Nom de la Station","FORT NELSON"
"Province","COLOMBIE-BRITANNIQUE"
"Latitude","58,84"
"Longitude","-122,57"
"Altitude","380,20"
"ID climatologique","1192948"
"ID de l'OMM","71594"
"ID de TC","VFN"
"Toutes les heures sont exprimées en heure normale locale (HNL). Pour convertir l'heure locale en heure avancée de l'Est (HAE), ajoutez 1 heure s'il y a lieu."

"Légende"
"E","Valeur estimée"
"M","Données manquantes"
"ND","Non disponible"

"Date/Heure","Année","Mois","Jour","Heure","Temp (°C)","Temp Indicateur","Point de rosée (°C)","Point de rosée Indicateur","Hum. rel (%)","Hum. rel. Indicateur","Dir. du vent (10s deg)","Dir. du vent Indicateur","Vit. du vent (km/h)","Vit. du vent Indicateur","Visibilité (km)","Visibilité Indicateur","Pression à la station (kPa)","Pression à la station Indicateur","Hmdx","Hmdx Indicateur","Refroid. éolien","Refroid. éolien Indicateur","Temps"
"2017-03-01 00:00","2017","03","01","00:00","-20,1","","-22,9","","78","","4","","6","","","","97,68","","","","-25","","ND"
"2017-03-01 01:00","2017","03","01","01:00","-21,1","","-24,0","","77","","3","","9","","","","97,78","","","","-28","","ND"
"2017-03-01 02:00","2017","03","01","02:00","-22,1","","-25,4","","75","","2","","7","","","","97,88","","","","-28","","ND"
"2017-03-01 03:00","2017","03","01","03:00","-23,0","","-26,1","","76","","2","","5","","","","97,96","","","","-28","","ND"
"2017-03-01 04:00","2017","03","01","04:00","-23,6","","-26,8","","75","","36","","5","","","","98,03","","","","-28","","ND"
"2017-03-01 05:00","2017","03","01","05:00","-24,2","","-27,4","","75","","36","","6","","","","98,10","","","","-30","","ND"
"2017-03-01 06:00","2017","03","01","06:00","-24,7","","-27,7","","76","","36","","6","","","","98,18","","","","-30","","ND"
"2017-03-01 07:00","2017","03","01","07:00","-25,2","","-28,3","","76","","1","","5","","","","98,25","","","","-30","","ND"
"2017-03-01 08:00","2017","03","01","08:00","-25,0","","-28,1","","75","","36","","5","","","","98,31","","","","-30","","ND"
"2017-03-01 09:00","2017","03","01","09:00","-24,1","","-28,0","","70","","3","","3","","","","98,36","","","","-27","","ND"
"2017-03-01 10:00","2017","03","01","10:00","-22,4","","-27,9","","61","","27","","2","","","","98,40","","","","-24","","ND"
"2017-03-01 11:00","2017","03","01","11:00","-21,1","","-27,3","","57","","19","","1","","","","98,42","","","","-22","","ND"
"2017-03-01 12:00","2017","03","01","12:00","-20,0","","-27,1","","53","","24","","3","","","","98,41","","","","-23","","ND"
"2017-03-01 13:00","2017","03","01","13:00","-19,2","","-26,0","","55","","26","","6","","","","98,39","","","","-24","","ND"
"2017-03-01 14:00","2017","03","01","14:00","-17,8","","-25,1","","53","","27","","4","","","","98,36","","","","-21","","ND"
"2017-03-01 15:00","2017","03","01","15:00","-17,2","","-24,7","","52","","24","","3","","","","98,35","","","","-20","","ND"
"2017-03-01 16:00","2017","03","01","16:00","-15,9","","-23,9","","50","","0","","1","","","","98,34","","","","-17","","ND"
"2017-03-01 17:00","2017","03","01","17:00","-17,2","","-23,1","","60","","34","","3","","","","98,33","","","","-20","","ND"
"2017-03-01 18:00","2017","03","01","18:00","-18,0","","-22,7","","67","","1","","3","","","","98,31","","","","-20","","ND"
"2017-03-01 19:00","2017","03","01","19:00","-18,5","","-22,6","","70","","3","","4","","","","98,31","","","","-22","","ND"
"2017-03-01 20:00","2017","03","01","20:00","-18,9","","-23,0","","70","","4","","4","","","","98,31","","","","-22","","ND"
